data,meta_data
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '63109e4ad41621d7ceca2cd3', 'links': {'targetURL': '/expose/63109e4ad41621d7ceca2cd3'}, 'priceKeyFacts': [{'value': '774,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '41,14 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '63109e4a428534d16c212618', 'links': {'targetURL': '/expose/63109e4a428534d16c212618'}, 'priceKeyFacts': [{'value': '774,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,29 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '63109e4a428534d16c21261b', 'links': {'targetURL': '/expose/63109e4a428534d16c21261b'}, 'priceKeyFacts': [{'value': '875 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '55,14 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6310a21b428534d16c21378e', 'links': {'targetURL': '/expose/6310a21b428534d16c21378e'}, 'priceKeyFacts': [{'value': '1.499 €', 'label': None}], 'mainKeyFacts': [{'value': '3', 'label': 'Zimmer'}, {'value': '67,61 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6310a21bd41621d7ceca3e7a', 'links': {'targetURL': '/expose/6310a21bd41621d7ceca3e7a'}, 'priceKeyFacts': [{'value': '774,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,28 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6310a21bd41621d7ceca3e7d', 'links': {'targetURL': '/expose/6310a21bd41621d7ceca3e7d'}, 'priceKeyFacts': [{'value': '1.299 €', 'label': None}], 'mainKeyFacts': [{'value': '3', 'label': 'Zimmer'}, {'value': '67,61 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': '1220 Wien', 'description': 'Aktion! bis 30.09.2022 1.Monat Mietzinsfrei! Unbefristete Mietdauer - Projekt EHS 16 - Erstbezug mit hochwertiger Ausstattung - Jede Wohnung verfügt über eine Außenfläche', 'devproject_link': 'http://www.immobilienscout24.at/expose/62e93775a077e18c8a04582e', 'contact': 'Daniel Stoica', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.1010580062866211, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb13f10f9119e13e689c', 'links': {'targetURL': '/expose/6305fb13f10f9119e13e689c'}, 'priceKeyFacts': [{'value': '769,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '46,52 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb13a96b146c742a425f', 'links': {'targetURL': '/expose/6305fb13a96b146c742a425f'}, 'priceKeyFacts': [{'value': '819,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '51,72 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb14f10f9119e13e68c3', 'links': {'targetURL': '/expose/6305fb14f10f9119e13e68c3'}, 'priceKeyFacts': [{'value': '699,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,01 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb14a96b146c742a42a1', 'links': {'targetURL': '/expose/6305fb14a96b146c742a42a1'}, 'priceKeyFacts': [{'value': '619,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '35,56 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb15a96b146c742a42f1', 'links': {'targetURL': '/expose/6305fb15a96b146c742a42f1'}, 'priceKeyFacts': [{'value': '819,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '51,98 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb14a96b146c742a42c4', 'links': {'targetURL': '/expose/6305fb14a96b146c742a42c4'}, 'priceKeyFacts': [{'value': '879,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '54,87 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb15a96b146c742a4327', 'links': {'targetURL': '/expose/6305fb15a96b146c742a4327'}, 'priceKeyFacts': [{'value': '699,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '41,21 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb16f10f9119e13e69aa', 'links': {'targetURL': '/expose/6305fb16f10f9119e13e69aa'}, 'priceKeyFacts': [{'value': '869,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '52,58 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb15a96b146c742a430a', 'links': {'targetURL': '/expose/6305fb15a96b146c742a430a'}, 'priceKeyFacts': [{'value': '799,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48,11 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faeef10f9119e13e61f6', 'links': {'targetURL': '/expose/6305faeef10f9119e13e61f6'}, 'priceKeyFacts': [{'value': '789,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48,06 m²', 'label': 'Fläche'}, {'value': 'Erdgeschoss', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faeea96b146c742a3b7f', 'links': {'targetURL': '/expose/6305faeea96b146c742a3b7f'}, 'priceKeyFacts': [{'value': '879,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '52,57 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faeef10f9119e13e61f3', 'links': {'targetURL': '/expose/6305faeef10f9119e13e61f3'}, 'priceKeyFacts': [{'value': '819,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,48 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faeea96b146c742a3b84', 'links': {'targetURL': '/expose/6305faeea96b146c742a3b84'}, 'priceKeyFacts': [{'value': '849,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '49,18 m²', 'label': 'Fläche'}, {'value': 'Erdgeschoss', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faeef10f9119e13e61f9', 'links': {'targetURL': '/expose/6305faeef10f9119e13e61f9'}, 'priceKeyFacts': [{'value': '919,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '53,51 m²', 'label': 'Fläche'}, {'value': 'Erdgeschoss', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faefa96b146c742a3bb0', 'links': {'targetURL': '/expose/6305faefa96b146c742a3bb0'}, 'priceKeyFacts': [{'value': '619,99 €', 'label': None}], 'mainKeyFacts': [{'value': '1', 'label': 'Zimmer'}, {'value': '31,11 m²', 'label': 'Fläche'}, {'value': 'Erdgeschoss', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faefa96b146c742a3ba0', 'links': {'targetURL': '/expose/6305faefa96b146c742a3ba0'}, 'priceKeyFacts': [{'value': '859,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48,68 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305faefa96b146c742a3ba7', 'links': {'targetURL': '/expose/6305faefa96b146c742a3ba7'}, 'priceKeyFacts': [{'value': '859,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48,86 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb10f10f9119e13e676c', 'links': {'targetURL': '/expose/6305fb10f10f9119e13e676c'}, 'priceKeyFacts': [{'value': '849,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,28 m²', 'label': 'Fläche'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb12f10f9119e13e6826', 'links': {'targetURL': '/expose/6305fb12f10f9119e13e6826'}, 'priceKeyFacts': [{'value': '699,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,2 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb11f10f9119e13e67ae', 'links': {'targetURL': '/expose/6305fb11f10f9119e13e67ae'}, 'priceKeyFacts': [{'value': '799,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb11f10f9119e13e6793', 'links': {'targetURL': '/expose/6305fb11f10f9119e13e6793'}, 'priceKeyFacts': [{'value': '779,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '46,21 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb12a96b146c742a41a9', 'links': {'targetURL': '/expose/6305fb12a96b146c742a41a9'}, 'priceKeyFacts': [{'value': '779,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,43 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb11f10f9119e13e67cf', 'links': {'targetURL': '/expose/6305fb11f10f9119e13e67cf'}, 'priceKeyFacts': [{'value': '779,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '46,69 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '6305fb13a96b146c742a4222', 'links': {'targetURL': '/expose/6305fb13a96b146c742a4222'}, 'priceKeyFacts': [{'value': '699,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '38,49 m²', 'label': 'Fläche'}, {'value': 'Erdgeschoss', 'label': 'Etage'}]}","{'full_address': 'Am langen Felde 44, 1220 Wien', 'description': 'Am Langen Felde 44, 1220 Wien', 'devproject_link': 'http://www.immobilienscout24.at/expose/6305fb16a96b146c742a4386', 'contact': 'Haring Immobilien Treuhand GmbH (Vermietung)', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.14212489128112793, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}], 'exposeId': '632057f93f1e794b4fbdfb18', 'links': {'targetURL': '/expose/632057f93f1e794b4fbdfb18'}, 'priceKeyFacts': [{'value': '839,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,62 m²', 'label': 'Fläche'}]}","{'full_address': '1210 Wien', 'description': 'PROVISIONSFREI – Traumhafte Erstbezug-Wohnungen in 1210 Wien ', 'devproject_link': 'http://www.immobilienscout24.at/expose/61e164bfba2a970025b07fe4', 'contact': 'B.A. Vineta Reitgruber', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.13067984580993652, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '632057f9ec84f16ca87fa09d', 'links': {'targetURL': '/expose/632057f9ec84f16ca87fa09d'}, 'priceKeyFacts': [{'value': '850,21 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '64,66 m²', 'label': 'Fläche'}]}","{'full_address': '1210 Wien', 'description': 'PROVISIONSFREI – Traumhafte Erstbezug-Wohnungen in 1210 Wien ', 'devproject_link': 'http://www.immobilienscout24.at/expose/61e164bfba2a970025b07fe4', 'contact': 'B.A. Vineta Reitgruber', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.13067984580993652, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}], 'exposeId': '632057f93f1e794b4fbdfb1e', 'links': {'targetURL': '/expose/632057f93f1e794b4fbdfb1e'}, 'priceKeyFacts': [{'value': '790,19 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '33,42 m²', 'label': 'Fläche'}]}","{'full_address': '1210 Wien', 'description': 'PROVISIONSFREI – Traumhafte Erstbezug-Wohnungen in 1210 Wien ', 'devproject_link': 'http://www.immobilienscout24.at/expose/61e164bfba2a970025b07fe4', 'contact': 'B.A. Vineta Reitgruber', 'company': 'private', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.13067984580993652, 'depth': 0}"
