full_address,description,rooms,area,price,labels,property_link,contact,company
"Bloch Bauer Promenade, 1100 Wien",FRANZ JOSEPH - ERSTBEZUG - PROVISIONSFREI RUHIGER WOHNTRAUM IM TRENDIGEN SONNWENDVIERTEL!,2,"49,24 m²","940,01 €","GARDEN,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/6268ee61ec711391e2e0b615,Josef Michelfeit,private
"Selma-Steinmetz-Gasse, 1210 Wien",SELMA &amp; POLDINE - Charmante Erstbezugswohnungen in Floridsdorf,2,"46,16 m²","795,01 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/63034fd03496e84e2aabaf6c,Mag. Manuel Moharitsch,private
1200 Wien,"4. OG, hofseitig und ruhig!!! Schicke Neubauwohnung!! Fernwärme!!",1,34 m²,599 €,TERRACE,http://www.immobilienscout24.at/expose/62760d34cbc15c5129595740,Kerstin Fried,private
1070 Wien,Exklusive 150m² DG-Wohnung + 16m² Terrasse in Toplage - 1070 Wien,6,150 m²,2.450 €,"TERRACE,OLDBUILDING",http://www.immobilienscout24.at/expose/630f2dc857aab18d6753287a,Anna Sitarz,private
1060 Wien,ERSTBEZUG- Helle 2 Zimmer-Wohnung in Toplage,2,"56,64 m²","995,14 €","REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/621f54a8670bbc372ef076dd,Laura Pirker,private
"Susi-Nicoletti-Weg, 1100 Wien",AKTION: PROVISIONFREI für den Mieter: Wohntraum in Oberlaa,2,"48,64 m²","760,01 €",BALCONY,http://www.immobilienscout24.at/expose/626a60d3ba94ae7547a4b084,Mag. Manuel Moharitsch,private
"Karl-Popper-Straße, 1100 Wien",THE METROPOLITAN - PROVISIONSFREI FÜR DEN MIETER - Modern Living im belebten Sonnwendviertel! ++ ERSTBEZUG ++,1,"44,7 m²",949 €,"BALCONY,TERRACE",http://www.immobilienscout24.at/expose/61f100c297eee900238a6a67,Egon-Adrian Toth,private
"Raphael-Donner-Allee 6, 1220 Wien",Helle Neubauwohnung mit Garten in Ruhelage (PROVISIONSFREI),2,56 m²,890 €,"GARDEN,TERRACE,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/631e4e838df937ec99356bca,Pedram Asadi,private
"1010 Wien, Innere Stadt",Ein schöner Platz für´s Leben !,2,"104,34 m²","1.980,08 €",,http://www.immobilienscout24.at/expose/62a70d38fe7cbc69ed0a9c9f,Anette Mazanec,private
"1050 Wien,Margareten",Geräumige 3-Zimmer Wohnung in 1050 Wien zu vermieten! IDEAL ALS 2ER WG GEEIGNET,3,"85,09 m²","1.269,2 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/62cdaea5b18d62834f61a31f,Vanessa Hassler,private
"1120 Wien, Meidling",Sonniger Allgemeingarten / 2 Zimmer -Nähe Schlosspark,2,75 m²,"946,38 €",,http://www.immobilienscout24.at/expose/614075ba4a881e001ff7fb38,Anette Mazanec,private
1220 Wien,helle 2-Zimmer Dachgeschoss-Wohnung mit großer Terrasse - VET-MED Nähe,2,"60,78 m²",750 €,"TERRACE,PARKING_BASEMENT_GARAGE,FURNISHED_PART",http://www.immobilienscout24.at/expose/630cb480b51aed5387014113,Philipp Höfner,private
1060 Wien,NASCHMARKT - ESTERHAZYGASSE | UNBEFRISTET | SONNIGE 2 ZIMMER | TOPLAGE,2,51 m²,915 €,OLDBUILDING,http://www.immobilienscout24.at/expose/62ffd21dd0298a4c6cd31034,Martin Langstadlinger,private
1200 Wien,"Panorama Ausblick aus dem 7.Liftstock: 2 Zimmer, Loggia, barrierefrei!",2,68 m²,"839,09 €",GARDEN,http://www.immobilienscout24.at/expose/630ea68cf45118693fd59816,Mag. Monika Mansoory,private
1110 Wien,Erstbezug: 78m² DG-Wohnung mit 3 Zimmern Nähe U3 - 1110 Wien,3,78 m²,"943,57 €",OLDBUILDING,http://www.immobilienscout24.at/expose/630f2dc8a48eb34ec70d9be8,Anna Sitarz,private
1170 Wien,Lacknergasse 62 - Top 22,2,"51,78 m²","710,79 €",,http://www.immobilienscout24.at/expose/628496a2adfe9eca28cd3ba5,Galyna Boiko,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,1,"40,8 m²",798 €,TERRACE,http://www.immobilienscout24.at/expose/61713c13ee7a8f002747d4ad,Andreas Minarik,private
1070 Wien,Moderne 4-Zimmer-Terrassenwohnung mit Klimaanlage mitten im Siebten!,4,140 m²,2.695 €,"NEW,BALCONY,TERRACE",http://www.immobilienscout24.at/expose/62cfec8894594a1c476b90e5,Robert Fried,private
"Neustiftgasse 96, 1070 Wien",PROVISIONSFREI: Ruhige 2er WG / Pärchenwohnung mit sonnigem Innenhofbalkon in TOP-Lage,3,62 m²,"1.219,71 €","BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/62e3849f20523a29249b4039,Patrick und Magdalena Pils,private
"Lorenz-Mandl-Gasse, 1160 Wien",++ ERSTBEZUG ++ TOP NEUBAUPROJEKT in gut angebundener Lage,2,"55,5 m²",999 €,"BALCONY,TERRACE",http://www.immobilienscout24.at/expose/62e7c297bf89c75b70246491,Miriam Ratzberger,private
1210 Wien,2 Monate Mietfrei - Moderne 3-Zimmer Wohnung mit Balkon und Lift in 1210 Wien zu vermieten,3,"63,5 m²","1.118,76 €","BALCONY,REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/630266bcd0298a4c6cdeced3,Nicolas Büttner,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,3,"70,87 m²","968,3 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/62fc9153937346c08c391a5d,Aaron Fodor,private
"Karl-Popper-Straße, 1100 Wien",THE METROPOLITAN - PROVISIONSFREI FÜR DEN MIETER - Modern Living im belebten Sonnwendviertel! ++ ERSTBEZUG ++,1,"64,3 m²","1.149,99 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6141f96ff34f8e0020335926,Egon-Adrian Toth,private
"Wehlistrasse 165, 1020 Wien","Donauufernähe: 3 Zimmer, 63m² + 16m² Loggia",3,63 m²,"1.065,23 €","NEW,BALCONY,TERRACE",http://www.immobilienscout24.at/expose/63204c343f1e794b4fbdab70,Edgar Kilian,private
"Flachgasse, 1140 Wien",HOFSEITIGE 2 Zimmer Neubauwohnung mit IDEALER Aufteilung !!,2,38 m²,719 €,PARKING_BASEMENT_GARAGE,http://www.immobilienscout24.at/expose/63110e5dd41621d7cecc47b7,Mag. Tania Oppel,private
"Remystraße 35, 1100 Wien",Willkommen in Ihrer Wohlfühloase,2,"46,47 m²","811,63 €","TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/618b82a84b82500022b6b66f,Sandra Glaser,private
1070 Wien,ERSTBEZUG mit kl. Garten und Terrasse und zahlreichen technischen Highlights!!,2,50 m²,1.148 €,"GARDEN,TERRACE",http://www.immobilienscout24.at/expose/623034ca59ff6df2ed8a98ad,Robert Fried,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Idealer Pärchentraum - ERSTBEZUG,2,"48,29 m²","797,57 €",BALCONY,http://www.immobilienscout24.at/expose/62fcbaaa610373b955240a91,Andreas Minarik,private
"Lorenz-Mandl-Gasse, 1160 Wien",TOP 3-Zimmer-Wohnung mit Freifläche,3,"63,03 m²",1.075 €,TERRACE,http://www.immobilienscout24.at/expose/62da80df86b637fd8635cff5,Miriam Ratzberger,private
"Schweidlgasse 30, 1020 Wien",CITYLIFE - Exklusive Dachgeschosswohnung mit Balkon - PROVISIONSFREI - Top 1.68,2,"48,92 m²","965,8 €","BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/62e7c4d2a2de3c4b82ed5dd2,Mag. (FH) Veronika Tröscher,private
"Bloch Bauer Promenade, 1100 Wien",PROVISIONSFREI FÜR DEN MIETER - ERSTBEZUG - RUHIGER WOHNTRAUM IM TRENDIGEN SONNWENDVIERTEL!,2,"44,19 m²",890 €,"BALCONY,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/611481e7bb8e8000236cfed0,Josef Michelfeit,private
1010 Wien,Elegante 4-Zimmer-Wohnung in exklusiver Lage,4,113 m²,"1.997,5 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/630374233496e84e2abf5dda,Laura Pirker,private
1190 Wien,"Großzügige Dachgeschosswohnung, mit Loft Charakter",3,200 m²,"2.999,89 €",TERRACE,http://www.immobilienscout24.at/expose/626901b162642a9273a4d099,Frau Elisabeth Papsch & Frau Evelyn Steiner,private
1150 Wien,Penthouse-Wohnung Luxusimmobilie 3 Zimmer + Terrasse,2.5,"63,45 m²",1.099 €,TERRACE,http://www.immobilienscout24.at/expose/62c6c4110459956ba0d2b7b0,Milot Bunjaku,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,2,"56,91 m²","776,41 €","COOPERATIVE_HOUSING,BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6246d3db77f33f72436d6d5a,Aaron Fodor,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER – EINZIEHEN UND AUFLEBEN IM WOHNGARTEN,2,"55,62 m²",904 €,BALCONY,http://www.immobilienscout24.at/expose/62da71c1cdb629db06b8a19c,Andreas Minarik,private
1090 Wien,Erstbezug - U2 &amp; U4 in 500m erreichbar - exklusive Innenarchitektur - Innenhof Ruhelage - Fußbodenheizung,3,"79,27 m²",1.850 €,OLDBUILDING,http://www.immobilienscout24.at/expose/631487a5629616753bd5777c,Michael Hellebrand,private
"Bloch Bauer Promenade, 1100 Wien",FRANZ JOSEPH - PROVISIONSFREI FÜR DEN MIETER - Smarter Wohntraum am Helmut Zilk Park,2,"49,08 m²",890 €,"NEW,BALCONY,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/6176ac1e23d9130022542ef1,Josef Michelfeit,private
1120 Wien,"MONATSMIETE FÜR 4 PERSONEN EUR 760,--",2,85 m²,3.840 €,FURNISHED_FULL,http://www.immobilienscout24.at/expose/61f3dbd66e9db30023527338,Michael Österreicher,private
1070 Wien,Blick ins Grüne!!! HOFSEITIGE 2-Zimmer-Wohnung im Architektenhaus!,2,"50,36 m²","848,99 €",TERRACE,http://www.immobilienscout24.at/expose/62f53e9dadf80885bb096c9a,Kerstin Fried,private
1140 Wien,"Neuwertig, hell, beste Ausstattung in einem Neubau mit toller Infrastruktur - 2 Zimmer mit kleinem Balkon",2,"45,1 m²","763,73 €",,http://www.immobilienscout24.at/expose/630ea68cf45118693fd59813,Mag. Monika Mansoory,private
1180 Wien,2-Zimmer-Neubau-Wohntraum im wunderschönen WÄHRING!,2,53 m²,895 €,,http://www.immobilienscout24.at/expose/619f7668c2748b001fa3216e,Kerstin Fried,private
"Schererstraße 48, 1210 Wien",PROVISIONSFREI | ERSTBEZUG IM NEUBAU 1210 Wien,2,"53,96 m²",770 €,"GARDEN,BALCONY",http://www.immobilienscout24.at/expose/628f9d15f773e1ce80e7b2db,Jasna Malinova,private
"Bischoffgasse, 1120 Wien",Dachgeschoss-Traum nähe U4 Schönbrunn – absolute Ruhelage,2,"54,34 m²","799,02 €",OLDBUILDING,http://www.immobilienscout24.at/expose/6273bf2bf51e519efb240851,Mag. Manuel Moharitsch,private
1120 Wien,3 Zimmer Wohnung mit riesiger Terrasse,3,"74,29 m²","1.303,26 €",TERRACE,http://www.immobilienscout24.at/expose/627ef346919954727acbe2ed,Mag. Ursula Rapottnig,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,4,"94,14 m²","1.445,01 €",TERRACE,http://www.immobilienscout24.at/expose/6246d3dca1440e013846cd56,Aaron Fodor,private
1070 Wien,5. OG hofseitig in der Kaiserstraße! Gemeinschaftsterrasse!,2,50 m²,"855,98 €",TERRACE,http://www.immobilienscout24.at/expose/62568cbebff87075f7e1d79e,Kerstin Fried,private
1090 Wien,PARKBLICK!!! Traum-Grundriss mit Balkon und Loggia nahe Alser Straße,3,"85,22 m²",1.565 €,BALCONY,http://www.immobilienscout24.at/expose/62e832cc4b54e862e04d01e5,Robert Fried,private
"Wehlistrasse 291, 1020 Wien",Waterfront Living im MARINA TOWER,2,"52,76 m²",1.080 €,"BALCONY,TERRACE",http://www.immobilienscout24.at/expose/625bfed78bc1dee512daab94,Robert Kogelmann,private
1030 Wien,Landstraßer Hauptstraße! Voll-möblierte Terrassenwohnung mit WEITBLICK!!! Fernwärme!!!,3,80 m²,1.399 €,"TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/62eca60334a0e086cf60d653,Kerstin Fried,private
"Bloch Bauer Promenade, 1100 Wien",FRANZ JOSEPH - ERSTBEZUG - PROVISIONSFREI FÜR DEN MIETER,2,"48,92 m²","919,99 €","BALCONY,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/61a89e2cd550710024b58458,Josef Michelfeit,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - Schönes Zusammenleben im Grünen – ERSTBEZUG in Simmering – Provisionsfrei für den Mieter,2,"48,28 m²",779 €,TERRACE,http://www.immobilienscout24.at/expose/6214c3abb2e32700224b4504,Andreas Minarik,private
1030 Wien,2-Zimmer Neubauwohnung!! HOFSEITIG und nahe Stadtpark!!,2,51 m²,949 €,GARDEN,http://www.immobilienscout24.at/expose/62064484a3045a0023705062,Kerstin Fried,private
1130 Wien,HELLE klimatisierte ALTBAUWOHNUNG - UNBEFRISTET - 2 Zimmer,2,"47,22 m²",735 €,,http://www.immobilienscout24.at/expose/62b1e234c50f41214769a9d9,Frau Elisabeth Papsch & Frau Mag. Theresa Rojko,private
"Leopold-Böhm-Straße 6, 1030 Wien",Helle 2 Zimmerwohnung mit großem Balkon und Weitblick,2,54 m²,879 €,BALCONY,http://www.immobilienscout24.at/expose/6305ce26f10f9119e13ce662,Stella Hagenauer,private
"Wehlistraße 63/stiege 7, 1200 Wien",Neubau 3 Zimmer mit Top Anbindung in der Innenstadt sowie große Auswahl an Einkaufsmöglichkeiten(VIE217),3,83 m²,2.180 €,"GARDEN,BALCONY,TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/63061787a96b146c742aec20,Burcu Cicek,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Idealer Pärchentraum - ERSTBEZUG,2,"48,28 m²",770 €,BALCONY,http://www.immobilienscout24.at/expose/620e7618b2e32700223554ef,Philipp Pfeiffer,private
"Hegergasse  15, 1030 Wien","Träume werden wahr! Neu sanierte 5 Zi-Wohnung in Belvedere-Gegend, Parkplatz und Balkon dabei! (VIE226)",4,92 m²,2.690 €,"BALCONY,FURNISHED_FULL,OLDBUILDING",http://www.immobilienscout24.at/expose/630cf4772c83970121aba4e3,Burcu Cicek,private
"Erlaaer Straße, 1230 Wien",PROVISIONSFREIER ERSTBEZUG – MODERN WOHNEN ZWISCHEN STADT UND NATUR,2,"48,77 m²","895,01 €",TERRACE,http://www.immobilienscout24.at/expose/62de442de41a1065e1a8b930,Miriam Ratzberger,private
"Montevideogasse, 1130 Wien,Hietzing",WUNDERSCHÖNE GARTENWOHNUNG 3-ZIMMER,3,"63,64 m²",1.150 €,GARDEN,http://www.immobilienscout24.at/expose/630db4bd9cdd4cf4a9691e98,Patrick Simetzberger,private
1010 Wien,Toprenovierter 76m² Erstbezug mit Einbauküche und Balkon - 1010 Wien,2,76 m²,1.225 €,,http://www.immobilienscout24.at/expose/630f277457aab18d6752facf,Anna Sitarz,private
"Mariannengasse 22, 1090 Wien","Schönes geräumiges Studio im hippen 9ten Bezirk, nahe altem AKH. Viel Stauraum und Licht (VIE179)",1,45 m²,1.430 €,"FURNISHED_FULL,OLDBUILDING",http://www.immobilienscout24.at/expose/63060e88f10f9119e13ee451,Burcu Cicek,private
1220 Wien,Breitenlee - Lindenhof - Erstbezug! 42 freifinanzierte Mietwohnungen - in den Größen von ca. 39m² bis ca. 90m².,2,"50,38 m²","839,35 €",TERRACE,http://www.immobilienscout24.at/expose/630e14196650ea9b43796f9a,Marcus Liftl,private
"1080 Wien / Wien 8., Josefstadt",kompakte Zweizimmerwohnung in 1080 Wien,2,"50,32 m²","744,88 €","GARDEN,FURNISHED_PART",http://www.immobilienscout24.at/expose/62727c86f5c7bfa9244903b3,Christoph Schillinger,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,2,"56,16 m²","766,42 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6246cf6fa1440e0138468a13,Aaron Fodor,private
1030 Wien,"Duplex Wohnung, Dachgeschoß 3Zi. + Terrasse, Großzügig, Zentral, Perfekte Grundriss!",2.5,"72,56 m²","1.299,99 €",TERRACE,http://www.immobilienscout24.at/expose/62cd6cac8cd409c5f605f76a,Milot Bunjaku,private
"Ausstellungsstraße, 1020 Wien",Wohnen nahe dem WU Campus und Wiener Prater,2,"62,97 m²","1.199,67 €",BALCONY,http://www.immobilienscout24.at/expose/628cd06d3a52a6f4143ccd64,Philipp Pfeiffer,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt – Provisionsfrei für den Mieter,2,"47,88 m²",775 €,TERRACE,http://www.immobilienscout24.at/expose/6214c3ab26b98f0023ee207b,Andreas Minarik,private
"Breitenseer Straße, 1140 Wien",GUT GESCHNITTENE 2-ZIMMER WOHNUNG! ERSTBEZUG!,2,"40,54 m²",699 €,,http://www.immobilienscout24.at/expose/6269af9f62642a9273a991c2,Patrick Simetzberger,private
1180 Wien,Ruhiger 50m² Neubau + Balkon mit Einbauküche und Lift - 1180 Wien,1,50 m²,619 €,"NEW,BALCONY",http://www.immobilienscout24.at/expose/630f29ffa48eb34ec70d870a,Mag. Astarte Aichholzer,private
"Bloch Bauer Promenade, 1100 Wien",FRANZ JOSEPH - PROVISIONSFREI FÜR DEN MIETER - Smarter Wohntraum am Helmut Zilk Park,2,"44,24 m²",840 €,"BALCONY,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/615eaa945b7609001e44f4ff,Josef Michelfeit,private
"Grossenzersdorferstrasse 74, 1220 Wien",Erstbezug - provisionsfrei - incl. Einbauküche - Lobaunähe - grosser Balkon/Loggia,2,"59,02 m²",880 €,"BALCONY,PARKING_GARAGE",http://www.immobilienscout24.at/expose/62da4f3e86b637fd8633f155,Thomas Melzer,private
"Mantlergasse  23, 1130 Wien",1130 Wien - Single-Hit - helle 2-Zimmer Wohnung - Nähe U4 Unter St. Veit,2,42 m²,610 €,,http://www.immobilienscout24.at/expose/6319fef6d45eeaa7630d4dfa,Rudolf Nemeth,private
"Baranygasse 7, 1220 Wien","BARANY &amp; ME, frei finanzierte Miete, Baranygasse 7,1220 Wien",4,"102,99 m²","1.926,58 €","NEW,BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/62d04f4e2c014b21717fa4a8,Nicole Friedrich,private
1230 Wien,ERLE - ZUHAUSE ERLEBEN,3,"62,22 m²",1.140 €,BALCONY,http://www.immobilienscout24.at/expose/62a78a02befc158e3ed991d5,Alexander Pluskota MA CIS ImmoZert,private
"Wehlistraße 291, 1020 Wien",Modernes komplett möbliertes&amp;ausgestattetes Apartment mit Blick auf Donau und Zentrum von Wien,3,77 m²,2.400 €,"BALCONY,TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/631db518b1931e11b66b19a7,Hans-Christian Schnell,private
1160 Wien,3-Zimmer ERSTBEZUG mit Balkon - Mittendrin 1160,3,"61,3 m²","1.139,51 €","BALCONY,PARKING_GARAGE",http://www.immobilienscout24.at/expose/6290da57160329a8bc16a3d5,Frau Elisabeth Papsch & Frau Mag. Theresa Rojko,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - Provisionsfrei für den Mieter – AUFFLEBEN IM WOHNGARTEN,2,"52,57 m²",876 €,BALCONY,http://www.immobilienscout24.at/expose/61fa3f74dc38700024207828,Philipp Pfeiffer,private
"1090 Wien / Wien 9., Alsergrund",2-Zimmer - TOP Lage auf der Nußdorfer Straße,2,"46,48 m²","638,23 €",,http://www.immobilienscout24.at/expose/62fcd426937346c08c3b42e1,Nico Marschall,private
"Reisnerstraße, 1030 Wien",PROVISIONSFREI - Sanierte 2-Zimmer-Wohnung in der Reisnerstraße,2,"64,82 m²","1.283,02 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/61d5af73a47b70002406ffda,Nicolas Büttner,private
"Lorenz-Mandl-Gasse, 1160 Wien",TOP 2-Zimmer-Wohnung - Ideal für Studenten,2,"51,18 m²","849,01 €","NEW,BALCONY,TERRACE",http://www.immobilienscout24.at/expose/62cd910c8cd409c5f607193d,Miriam Ratzberger,private
1210 Wien,* 2-ZIMMER* ERSTBEZUG* HOCHWERTIG IC* TOP KÜCHE* ZENTRALE LAGE* TIEFGARAGE*,2,"46,92 m²","759,99 €","TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/62c6a4e3490b0f995816c14a,Robert Reithner,private
1020 Wien,Moderne 2-Zimmer-Neubauwohnung mit großer Loggia in Praternähe,2,"55,61 m²",946 €,,http://www.immobilienscout24.at/expose/62f63c445f884fe48dbfe353,Kerstin Fried,private
"Lorenz-Mandl-Gasse, 1160 Wien",TOP NEUBAUPROJEKT mit ausgezeichneter Anbindung,error,"77,54 m²","1.351,66 €","GARDEN,TERRACE",http://www.immobilienscout24.at/expose/62fcf06c610373b955257f25,Miriam Ratzberger,private
"Schnirchgasse 13, 1030 Wien",ERSTBEZUG: möbliertes Apartment im 3. Bezirk in Wien - YOUNIQ Vienna TrIIIple,1,"21,59 m²",819 €,"BALCONY,TERRACE",http://www.immobilienscout24.at/expose/5fd8c18bfecbee0021d19008,Firma,private
"Geiselbergstraße, 1110 Wien",ERSTER MONAT MIETZINSFREI - Ideale 2 Zimmer-Dachgeschosswohnung - PROVISONSFREIER ERSTBEZUG IM GRÜNEN HERZ SIMMERINGS  ,2,"58,92 m²",950 €,TERRACE,http://www.immobilienscout24.at/expose/61c2ea1ec0ed630025094f0b,Philipp Pfeiffer,private
1060 Wien,ERSTBEZUG- Helle 2 Zimmer-Wohnung in Toplage,2,"54,51 m²","1.094,58 €","REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63062a93a96b146c742b97c9,Laura Pirker,private
"Schweidlgasse 23, 1020 Wien","Traum Zweizimmer Wohnung, an U-Bahn U1,U2 und Straßenbahn O",2,"65,62 m²","998,12 €",BALCONY,http://www.immobilienscout24.at/expose/6309b4374351c4630fa8f115,Wei Liu,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,2,"56,91 m²","756,41 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6246d3dc77f33f72436d6d66,Andreas Minarik,private
"Groß-Enzersdorfer Straße, 1220 Wien",DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,4,"94,55 m²","1.346,22 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6246d3df77f33f72436d6dd9,Andreas Minarik,private
"Wagramer Straße, 1220 Wien, Donaustadt",Top moderne 2 Zimmerwohnung mit Loggia nahe zum Kaiserwasser!,2,"57,55 m²","1.051,61 €",PARKING_GARAGE,http://www.immobilienscout24.at/expose/6272743a4fa106c2c128a8b2,Sabine Nanni,private
1210 Wien,RAUS ins GRÜNE: LEOPOLD XXI – Erstklassige Mietwohnungen in beliebter Lage des 21. Bezirks,3,"60,18 m²","1.138,04 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/62cd6226b18d62834f5f5260,Sophie Weilguni,private
"Schweidlgasse 30, 1020 Wien",HIGHLIGHT - Dachgeschoss mit Wienblick - Top 2.61,3,"92,97 m²","2.037,81 €","NEW,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/62e7c4d2bf89c75b70248b2b,Mag. (FH) Veronika Tröscher,private
"Kugelmanngasse, 1230 Wien",Provisionsfrei! Charmante Wohnung am Erlaaer Schlosspark - Erdwärme,2,55 m²,849 €,BALCONY,http://www.immobilienscout24.at/expose/630388952d67f84cd0c97ced,Ilse Reindl,private
"Schöpfleuthnergasse 11, 1210 Wien","Moderne 2 Zimmer Wohnung | Markenküche | Loggia | U6, Alte Donau",2,"54,81 m²",869 €,BALCONY,http://www.immobilienscout24.at/expose/6308b46729786955249d391b,Sandra Klement,private
"Landstraßer Hauptstraße 114, 1030 Wien",Smarte 3-Zimmer-Dachgeschoß-Wohnung Landstraßer Hauptstraße 114 - Stiege 2 Top 22,3,"76,26 m²","949,3 €",FURNISHED_PART,http://www.immobilienscout24.at/expose/6275a5c9cbc15c512954822a,Ing. Dipl.-Wirtsch.-Ing. (BA) Christian Mayr,private
1030 Wien,"2-Zimmer ERSTBEZUG Wohnung + Balkon, TrIIIple Living!",2,"56,91 m²",1.250 €,"BALCONY,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/625bd5d58bc1dee512da30d1,Hamed Mirzaei,private
"Leopoldauer Platz 9-11, 1210 Wien",HOF-ENSEMBLE – Ideale Balance zwischen Stadt und ländlichem Charme,3,"82,77 m²","1.390,01 €",TERRACE,http://www.immobilienscout24.at/expose/62d7a4ecc8bdb2038c83ae44,Aaron Fodor,private
"Attemsgasse 7, 1220 Wien","Maisonette mit 3 SZ und großer Terrasse | Pool, Sauna, Fitnessraum im Haus",4,"101,65 m²","2.119,59 €","BALCONY,TERRACE,PARKING_GARAGE",http://www.immobilienscout24.at/expose/62f27fb03f35a815166ef8e4,Sandra Klement,private
1210 Wien,2 Monate Mietfrei - Charmante 2-Zimmer Dachgeschosswohnung mit Terrasse in 1210 Wien zu vermieten,2,"45,1 m²","773,1 €","BALCONY,TERRACE,REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63026db7afc47442d6cb8eee,Nicolas Büttner,private
"Adolf-Czettel-Gasse, 1160 Wien",Moderne Wohnungen in bester Ruhelage - Ottakring,2,"43,79 m²","769,95 €",BALCONY,http://www.immobilienscout24.at/expose/62f3a41ac566f5161a986fab,Egon-Adrian Toth,private
1220 Wien,2-Zimmer Wohnung ZENTRAL in Kaisermühlen + in 15 Minuten in der Inneren Stadt +,2,"61,3 m²",1.149 €,"PARKING_BASEMENT_GARAGE,FURNISHED_PART",http://www.immobilienscout24.at/expose/62b0e2fbbd706172bf4672b4,Denise Horacek,private
